time,open,high,low,close,volume
2026-01-09 19:30:00,90314.0,90474.0,90143.0,90333.0,1072.6495
2026-01-09 19:45:00,90333.0,90626.0,90331.0,90336.0,633.49395
2026-01-09 20:00:00,90334.0,90456.0,90221.0,90395.0,350.09558
2026-01-09 20:15:00,90396.0,90558.0,90339.0,90457.0,498.78959
2026-01-09 20:30:00,90457.0,90565.0,90244.0,90245.0,292.90432
2026-01-09 20:45:00,90245.0,90402.0,90237.0,90307.0,718.11527
2026-01-09 21:00:00,90308.0,90425.0,90131.0,90356.0,205.77597
2026-01-09 21:15:00,90357.0,90634.0,90319.0,90558.0,57.24078
2026-01-09 21:30:00,90559.0,90624.0,90415.0,90446.0,230.22692
2026-01-09 21:45:00,90446.0,90581.0,90422.0,90540.0,141.66744
2026-01-09 22:00:00,90541.0,90565.0,90350.0,90392.0,54.63619
2026-01-09 22:15:00,90392.0,90621.0,90356.0,90611.0,418.98962
2026-01-09 22:30:00,90612.0,90700.0,90542.0,90552.0,257.26082
2026-01-09 22:45:00,90553.0,90684.0,90552.0,90629.0,48.10245
2026-01-09 23:00:00,90630.0,90715.0,90613.0,90714.0,80.35924
2026-01-09 23:15:00,90714.0,90732.0,90662.0,90729.0,37.25661
2026-01-09 23:30:00,90730.0,90730.0,90640.0,90688.0,97.87689
2026-01-09 23:45:00,90689.0,90700.0,90602.0,90650.0,46.13257
2026-01-10 00:00:00,90651.0,90693.0,90577.0,90577.0,31.9095
2026-01-10 00:15:00,90578.0,90618.0,90520.0,90617.0,153.30531
2026-01-10 00:30:00,90618.0,90661.0,90597.0,90598.0,23.07001
2026-01-10 00:45:00,90598.0,90601.0,90542.0,90585.0,46.48925
2026-01-10 01:00:00,90586.0,90639.0,90581.0,90638.0,23.87742
2026-01-10 01:15:00,90639.0,90703.0,90598.0,90664.0,216.65262
2026-01-10 01:30:00,90665.0,90720.0,90657.0,90716.0,54.60443
2026-01-10 01:45:00,90717.0,90733.0,90648.0,90682.0,62.09102
2026-01-10 02:00:00,90683.0,90741.0,90683.0,90740.0,34.10947
2026-01-10 02:15:00,90741.0,90790.0,90710.0,90777.0,132.28309
2026-01-10 02:30:00,90778.0,90778.0,90597.0,90609.0,56.02032
2026-01-10 02:45:00,90610.0,90692.0,90609.0,90692.0,48.2862
2026-01-10 03:00:00,90692.0,90695.0,90545.0,90569.0,66.33622
2026-01-10 03:15:00,90570.0,90631.0,90569.0,90626.0,18.62356
2026-01-10 03:30:00,90627.0,90654.0,90586.0,90586.0,44.10754
2026-01-10 03:45:00,90587.0,90640.0,90578.0,90631.0,28.14315
2026-01-10 04:00:00,90631.0,90641.0,90508.0,90528.0,31.74459
2026-01-10 04:15:00,90529.0,90550.0,90508.0,90523.0,21.83846
2026-01-10 04:30:00,90524.0,90535.0,90463.0,90505.0,42.79884
2026-01-10 04:45:00,90506.0,90506.0,90400.0,90442.0,239.11439
2026-01-10 05:00:00,90443.0,90528.0,90422.0,90527.0,25.74733
2026-01-10 05:15:00,90528.0,90557.0,90523.0,90556.0,26.59706
2026-01-10 05:30:00,90557.0,90612.0,90523.0,90597.0,19.96294
2026-01-10 05:45:00,90598.0,90605.0,90588.0,90592.0,7.72078
2026-01-10 06:00:00,90592.0,90597.0,90565.0,90566.0,17.43025
2026-01-10 06:15:00,90566.0,90566.0,90468.0,90521.0,24.31391
2026-01-10 06:30:00,90521.0,90539.0,90509.0,90537.0,6.2392
2026-01-10 06:45:00,90539.0,90540.0,90495.0,90498.0,21.29253
2026-01-10 07:00:00,90499.0,90638.0,90498.0,90579.0,156.46353
2026-01-10 07:15:00,90580.0,90598.0,90544.0,90598.0,85.41171
2026-01-10 07:30:00,90597.0,90684.0,90584.0,90599.0,92.29684
2026-01-10 07:45:00,90600.0,90670.0,90599.0,90657.0,5.63179
2026-01-10 08:00:00,90657.0,90729.0,90630.0,90697.0,21.03035
2026-01-10 08:15:00,90697.0,90701.0,90603.0,90678.0,10.57328
2026-01-10 08:30:00,90679.0,90679.0,90621.0,90628.0,25.61378
2026-01-10 08:45:00,90630.0,90646.0,90615.0,90646.0,4.49168
2026-01-10 09:00:00,90646.0,90700.0,90625.0,90628.0,7.5104
2026-01-10 09:15:00,90628.0,90680.0,90627.0,90661.0,9.49962
2026-01-10 09:30:00,90661.0,90717.0,90615.0,90666.0,12.42403
2026-01-10 09:45:00,90666.0,90755.0,90665.0,90754.0,34.53236
2026-01-10 10:00:00,90755.0,90755.0,90707.0,90748.0,31.62877
2026-01-10 10:15:00,90748.0,90788.0,90712.0,90741.0,23.68099
2026-01-10 10:30:00,90741.0,90799.0,90740.0,90774.0,33.4372
2026-01-10 10:45:00,90775.0,90800.0,90768.0,90800.0,82.5163
2026-01-10 11:00:00,90800.0,90800.0,90751.0,90765.0,20.35468
2026-01-10 11:15:00,90766.0,90785.0,90763.0,90764.0,19.6632
2026-01-10 11:30:00,90764.0,90787.0,90763.0,90770.0,4.7444
2026-01-10 11:45:00,90771.0,90771.0,90686.0,90715.0,26.27433
2026-01-10 12:00:00,90715.0,90759.0,90701.0,90729.0,58.35499
2026-01-10 12:15:00,90729.0,90779.0,90708.0,90708.0,30.01688
2026-01-10 12:30:00,90709.0,90709.0,90663.0,90695.0,104.33548
2026-01-10 12:45:00,90696.0,90731.0,90696.0,90730.0,25.4518
2026-01-10 13:00:00,90731.0,90752.0,90698.0,90701.0,16.82785
2026-01-10 13:15:00,90701.0,90727.0,90693.0,90717.0,23.8955
2026-01-10 13:30:00,90718.0,90720.0,90693.0,90713.0,13.10114
2026-01-10 13:45:00,90713.0,90713.0,90628.0,90648.0,20.9323
2026-01-10 14:00:00,90648.0,90657.0,90517.0,90596.0,178.38184
2026-01-10 14:15:00,90597.0,90629.0,90565.0,90598.0,86.24265
2026-01-10 14:30:00,90599.0,90599.0,90536.0,90540.0,70.5925
2026-01-10 14:45:00,90541.0,90586.0,90540.0,90585.0,37.87201
2026-01-10 15:00:00,90585.0,90625.0,90566.0,90615.0,15.70908
2026-01-10 15:15:00,90616.0,90619.0,90570.0,90587.0,19.78681
2026-01-10 15:30:00,90588.0,90623.0,90586.0,90622.0,37.28856
2026-01-10 15:45:00,90623.0,90654.0,90603.0,90646.0,14.47638
2026-01-10 16:00:00,90646.0,90710.0,90641.0,90659.0,53.18279
2026-01-10 16:15:00,90660.0,90660.0,90604.0,90633.0,10.92262
2026-01-10 16:30:00,90633.0,90672.0,90595.0,90672.0,18.56361
2026-01-10 16:45:00,90672.0,90677.0,90650.0,90651.0,11.1628
2026-01-10 17:00:00,90651.0,90708.0,90651.0,90708.0,56.41745
2026-01-10 17:15:00,90708.0,90737.0,90707.0,90733.0,47.76361
2026-01-10 17:30:00,90733.0,90733.0,90622.0,90631.0,232.17788
2026-01-10 17:45:00,90632.0,90637.0,90514.0,90515.0,135.07683
2026-01-10 18:00:00,90516.0,90546.0,90496.0,90511.0,44.44051
2026-01-10 18:15:00,90511.0,90546.0,90510.0,90545.0,85.16986
2026-01-10 18:30:00,90546.0,90567.0,90545.0,90567.0,14.51138
2026-01-10 18:45:00,90567.0,90567.0,90555.0,90566.0,7.28033
2026-01-10 19:00:00,90567.0,90572.0,90562.0,90563.0,9.36963
2026-01-10 19:15:00,90563.0,90580.0,90562.0,90579.0,9.05152
2026-01-10 19:30:00,90580.0,90600.0,90579.0,90600.0,8.03475
2026-01-10 19:45:00,90600.0,90603.0,90581.0,90603.0,14.58111
2026-01-10 20:00:00,90603.0,90630.0,90602.0,90629.0,19.09782
2026-01-10 20:15:00,90630.0,90630.0,90614.0,90615.0,6.78207
2026-01-10 20:30:00,90616.0,90616.0,90555.0,90556.0,8.79757
2026-01-10 20:45:00,90555.0,90556.0,90537.0,90544.0,7.89317
2026-01-10 21:00:00,90545.0,90545.0,90466.0,90501.0,81.59152
2026-01-10 21:15:00,90501.0,90554.0,90498.0,90545.0,47.96793
2026-01-10 21:30:00,90544.0,90544.0,90491.0,90499.0,13.96815
2026-01-10 21:45:00,90498.0,90499.0,90468.0,90473.0,57.58363
2026-01-10 22:00:00,90472.0,90473.0,90349.0,90379.0,323.43283
2026-01-10 22:15:00,90379.0,90453.0,90352.0,90453.0,89.00262
2026-01-10 22:30:00,90454.0,90552.0,90453.0,90547.0,138.82032
2026-01-10 22:45:00,90547.0,90568.0,90390.0,90391.0,38.56884
2026-01-10 23:00:00,90391.0,90504.0,90390.0,90482.0,78.86568
2026-01-10 23:15:00,90482.0,90526.0,90482.0,90515.0,11.72736
2026-01-10 23:30:00,90514.0,90536.0,90475.0,90505.0,19.51461
2026-01-10 23:45:00,90501.0,90536.0,90467.0,90485.0,13.93844
2026-01-11 00:00:00,90485.0,90493.0,90420.0,90473.0,75.32648
2026-01-11 00:15:00,90474.0,90601.0,90474.0,90581.0,299.03989
2026-01-11 00:30:00,90582.0,90582.0,90534.0,90540.0,17.24036
2026-01-11 00:45:00,90541.0,90631.0,90540.0,90625.0,105.32466
2026-01-11 01:00:00,90625.0,90654.0,90608.0,90609.0,13.14152
2026-01-11 01:15:00,90609.0,90629.0,90562.0,90568.0,8.25311
2026-01-11 01:30:00,90569.0,90570.0,90546.0,90569.0,3.60752
2026-01-11 01:45:00,90570.0,90623.0,90569.0,90622.0,23.15075
2026-01-11 02:00:00,90623.0,90665.0,90600.0,90665.0,16.85467
2026-01-11 02:15:00,90665.0,90673.0,90628.0,90664.0,38.61687
2026-01-11 02:30:00,90665.0,90666.0,90631.0,90666.0,4.52114
2026-01-11 02:45:00,90667.0,90712.0,90667.0,90676.0,29.4357
2026-01-11 03:00:00,90677.0,90677.0,90625.0,90626.0,8.3848
2026-01-11 03:15:00,90625.0,90714.0,90625.0,90690.0,18.82487
2026-01-11 03:30:00,90691.0,90691.0,90665.0,90688.0,4.77971
2026-01-11 03:45:00,90689.0,90715.0,90672.0,90712.0,8.18695
2026-01-11 04:00:00,90715.0,90732.0,90650.0,90700.0,39.89601
2026-01-11 04:15:00,90702.0,90745.0,90686.0,90698.0,31.56812
2026-01-11 04:30:00,90698.0,90753.0,90697.0,90738.0,30.68056
2026-01-11 04:45:00,90739.0,90785.0,90738.0,90784.0,20.53372
2026-01-11 05:00:00,90784.0,90785.0,90771.0,90771.0,15.35725
2026-01-11 05:15:00,90772.0,90772.0,90730.0,90748.0,5.46033
2026-01-11 05:30:00,90749.0,90798.0,90748.0,90797.0,16.41284
2026-01-11 05:45:00,90798.0,90845.0,90746.0,90761.0,24.99319
2026-01-11 06:00:00,90762.0,90789.0,90761.0,90769.0,156.07469
2026-01-11 06:15:00,90770.0,90770.0,90523.0,90635.0,586.26162
2026-01-11 06:30:00,90636.0,90643.0,90626.0,90626.0,10.30975
2026-01-11 06:45:00,90628.0,90710.0,90628.0,90709.0,18.36637
2026-01-11 07:00:00,90710.0,90710.0,90650.0,90651.0,22.71254
2026-01-11 07:15:00,90651.0,90717.0,90644.0,90702.0,33.39599
2026-01-11 07:30:00,90702.0,90708.0,90674.0,90686.0,9.88439
2026-01-11 07:45:00,90687.0,90687.0,90660.0,90676.0,76.3175
2026-01-11 08:00:00,90676.0,90695.0,90573.0,90631.0,171.76799
2026-01-11 08:15:00,90632.0,90696.0,90632.0,90687.0,14.7041
2026-01-11 08:30:00,90688.0,90763.0,90650.0,90692.0,46.13877
2026-01-11 08:45:00,90691.0,90777.0,90671.0,90777.0,50.63404
2026-01-11 09:00:00,90763.0,90779.0,90730.0,90731.0,25.00692
2026-01-11 09:15:00,90730.0,90777.0,90704.0,90716.0,40.77614
2026-01-11 09:30:00,90716.0,90735.0,90636.0,90707.0,21.86904
2026-01-11 09:45:00,90708.0,90755.0,90693.0,90695.0,28.05685
2026-01-11 10:00:00,90695.0,90706.0,90648.0,90706.0,123.38078
2026-01-11 10:15:00,90706.0,90707.0,90676.0,90690.0,14.3366
2026-01-11 10:30:00,90690.0,90706.0,90640.0,90662.0,128.38508
2026-01-11 10:45:00,90662.0,90711.0,90662.0,90708.0,42.09891
2026-01-11 11:00:00,90708.0,90708.0,90666.0,90666.0,8.99128
2026-01-11 11:15:00,90666.0,90683.0,90663.0,90682.0,15.90101
2026-01-11 11:30:00,90682.0,90713.0,90682.0,90704.0,8.8092
2026-01-11 11:45:00,90700.0,90703.0,90679.0,90703.0,8.33381
2026-01-11 12:00:00,90704.0,90768.0,90685.0,90767.0,39.30704
2026-01-11 12:15:00,90768.0,90844.0,90752.0,90843.0,128.59848
2026-01-11 12:30:00,90843.0,90875.0,90790.0,90875.0,124.42277
2026-01-11 12:45:00,90875.0,90975.0,90874.0,90908.0,127.48829
2026-01-11 13:00:00,90908.0,90952.0,90885.0,90927.0,57.62258
2026-01-11 13:15:00,90928.0,90944.0,90801.0,90857.0,55.78426
2026-01-11 13:30:00,90856.0,90856.0,90787.0,90788.0,48.88184
