time,open,high,low,close,volume
2024-02-25 12:00:00,51666.0,51797.0,51448.0,51530.0,395.0381
2024-02-25 16:00:00,51530.0,51769.0,51291.0,51699.0,557.78764
2024-02-25 20:00:00,51698.0,52000.0,51680.0,51766.0,578.74389
2024-02-26 00:00:00,51766.0,51834.0,51423.0,51584.0,404.31245
2024-02-26 04:00:00,51584.0,51640.0,51332.0,51333.0,312.59413
2024-02-26 08:00:00,51332.0,51417.0,50949.0,51137.0,714.3796
2024-02-26 12:00:00,51137.0,52909.0,50999.0,52894.0,1438.24191
2024-02-26 16:00:00,52893.0,55488.0,52804.0,54555.0,2752.57001
2024-02-26 20:00:00,54545.0,54979.0,54332.0,54522.0,1266.00444
2024-02-27 00:00:00,54522.0,57263.0,54486.0,55761.0,2222.77973
2024-02-27 04:00:00,55765.0,56492.0,55677.0,56098.0,721.44598
2024-02-27 08:00:00,56097.0,56866.0,56076.0,56589.0,829.97137
2024-02-27 12:00:00,56591.0,57484.0,56513.0,56818.0,2109.36734
2024-02-27 16:00:00,56822.0,57690.0,54737.0,57365.0,1736.04201
2024-02-27 20:00:00,57365.0,57386.0,56554.0,57130.0,1627.19326
2024-02-28 00:00:00,57147.0,57181.0,56762.0,57014.0,744.72123
2024-02-28 04:00:00,57014.0,58831.0,56991.0,58354.0,863.6611
2024-02-28 08:00:00,58370.0,59652.0,58263.0,59032.0,2078.53742
2024-02-28 12:00:00,59028.0,61534.0,58993.0,61068.0,3292.51685
2024-02-28 16:00:00,61068.0,64334.0,57586.0,61044.0,6051.62718
2024-02-28 20:00:00,61030.0,62788.0,59858.0,62574.0,1652.62338
2024-02-29 00:00:00,62575.0,62578.0,61082.0,61656.0,993.24611
2024-02-29 04:00:00,61655.0,63807.0,61416.0,62816.0,1171.6484
2024-02-29 08:00:00,62818.0,63460.0,62185.0,63056.0,980.43525
2024-02-29 12:00:00,63040.0,63631.0,62122.0,62840.0,854.09054
2024-02-29 16:00:00,62834.0,62926.0,60501.0,61721.0,1557.97642
2024-02-29 20:00:00,61715.0,62353.0,60658.0,61201.0,1045.81787
2024-03-01 00:00:00,61194.0,61810.0,60839.0,61184.0,1142.73626
2024-03-01 04:00:00,61173.0,61869.0,61123.0,61487.0,599.84058
2024-03-01 08:00:00,61487.0,62323.0,61382.0,61918.0,916.47306
2024-03-01 12:00:00,61919.0,62757.0,61211.0,61346.0,1087.27372
2024-03-01 16:00:00,61345.0,62578.0,61299.0,62290.0,658.16885
2024-03-01 20:00:00,62296.0,63227.0,62296.0,62445.0,1039.98395
2024-03-02 00:00:00,62442.0,62504.0,62000.0,62387.0,345.18958
2024-03-02 04:00:00,62387.0,62387.0,61834.0,62106.0,366.28778
2024-03-02 08:00:00,62105.0,62187.0,61711.0,61904.0,443.21846
2024-03-02 12:00:00,61903.0,62233.0,61624.0,61823.0,622.96352
2024-03-02 16:00:00,61822.0,62216.0,61696.0,62211.0,509.80613
2024-03-02 20:00:00,62211.0,62281.0,61751.0,62079.0,412.03476
2024-03-03 00:00:00,62075.0,62106.0,61736.0,62039.0,437.36125
2024-03-03 04:00:00,62043.0,62283.0,61443.0,61701.0,517.95235
2024-03-03 08:00:00,61700.0,61978.0,61478.0,61941.0,403.63622
